"TM","WD","WSPD","WS_GST","VIS","RVR1","RVR2","RVR3","RVR4","WC","TMP","TD","PS","PA","RN","HM","CA_TOT","CLA_1LYR","BASE_1LYR","CLF_1LYR","CLA_2LYR","BASE_2LYR","CLF_2LYR","CLA_3LYR","BASE_3LYR","CLF_3LYR","CLA_4LYR","BASE_4LYR","CLF_4LYR"
"2019053124","26","5","","1000","","","","","","152","118","10117","10109","","80","3","3","7","7","","","","","","","","",""
"2019060101","22","3","","1000","","","","","","153","116","10118","10110","","79","7","7","9","7","","","","","","","","",""
"2019060102","22","3","","1000","","","","","","149","118","10114","10106","","82","6","6","8","7","","","","","","","","",""
"2019060103","16","5","","600","","","","","10","142","119","10110","10102","","86","7","7","1","7","","","","","","","","",""
"2019060104","22","7","","350","200","200","100","","10","139","116","10110","10102","","86","7","7","1","7","","","","","","","","",""
"2019060105","21","6","","700","","","","","10","140","117","10113","10105","","86","7","7","3","7","","","","","","","","",""
"2019060106","28","4","","1000","","","","","","145","112","10114","10106","","81","5","5","10","7","","","","","","","","",""
"2019060107","27","2","","1000","","","","","","151","111","10113","10105","","77","5","5","10","7","","","","","","","","",""
"2019060108","23","4","","1000","","","","","","158","108","10113","10105","","72","5","5","10","7","","","","","","","","",""
"2019060109","24","6","","1000","","","","","","161","113","10110","10102","","73","5","5","10","7","","","","","","","","",""
"2019060110","22","7","","1000","","","","","","165","108","10115","10107","","69","5","2","15","7","5","20","6","","","","","",""
"2019060111","22","8","","1000","","","","","","173","114","10115","10107","","69","6","1","15","7","3","25","6","6","110","3","","",""
"2019060112","21","6","","1000","","","","","","185","114","10113","10105","","63","6","1","15","7","3","25","6","6","110","3","","",""
"2019060113","22","7","","1000","","","","","","189","106","10109","10101","","59","8","1","40","6","3","120","3","8","180","2","","",""
"2019060114","21","9","","1000","","","","","","190","97","10107","10099","","55","8","2","90","3","8","170","2","","","","","",""
"2019060115","23","10","","1000","","","","","","192","90","10105","10097","","52","8","8","170","2","","","","","","","","",""
"2019060116","23","8","","1000","","","","","","193","100","10102","10094","","55","7","7","180","0","","","","","","","","",""
"2019060117","26","3","","1000","","","","","","185","103","10103","10095","","59","6","6","200","0","","","","","","","","",""
"2019060118","34","7","","1000","","","","","","183","101","10100","10092","","59","5","5","200","0","","","","","","","","",""
"2019060119","27","9","","1000","","","","","","174","90","10103","10095","","58","5","5","200","0","","","","","","","","",""
"2019060120","25","1","","1000","","","","","","168","95","10102","10094","","62","3","3","200","0","","","","","","","","",""
"2019060121","3","3","","1000","","","","","","158","103","10105","10097","","70","3","3","200","0","","","","","","","","",""
"2019060122","5","3","","1000","","","","","","156","108","10105","10097","","73","2","2","180","0","","","","","","","","",""
"2019060123","8","1","","1000","","","","","","150","103","10104","10096","","73","5","5","200","0","","","","","","","","",""
"2019060124","6","4","","1000","","","","","","142","99","10102","10094","","76","5","5","200","0","","","","","","","","",""
"2019060201","5","3","","1000","","","","","","148","104","10100","10092","","75","5","5","200","0","","","","","","","","",""
"2019060202","3","2","","1000","","","","","","147","114","10099","10091","","81","5","5","200","0","","","","","","","","",""
"2019060203","11","3","","1000","","","","","","140","105","10094","10086","","80","0","","","","","","","","","","","",""
"2019060204","2","1","","1000","","","","","","134","101","10092","10084","","80","0","","","","","","","","","","","",""
"2019060205","7","3","","800","","","","","10","135","101","10089","10081","","80","1","1","200","0","","","","","","","","",""
"2019060206","34","1","","700","","","","","10","138","103","10089","10081","","80","1","1","200","0","","","","","","","","",""
"2019060207","14","2","","600","","","","","5","168","121","10088","10080","","74","0","","","","","","","","","","","",""
"2019060208","14","6","","1000","","","","","","185","110","10088","10080","","62","1","1","200","0","","","","","","","","",""
"2019060209","16","4","","1000","","","","","","198","96","10091","10083","","52","1","1","200","0","","","","","","","","",""
"2019060210","19","5","","1000","","","","","","218","88","10089","10081","","44","1","1","200","0","","","","","","","","",""
"2019060211","16","3","","1000","","","","","","222","88","10088","10080","","43","1","1","200","0","","","","","","","","",""
