,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,EVA150,TPE,00:05,00:16,00:16
1,MGL307,ULN,00:25,00:12,00:12
2,PAC237,CVG,00:40,14:56,14:56
3,KAL854,PEK,00:45,00:28,00:28
4,APJ701,CTS,01:10,00:43,00:43
5,GTI2818,LAX,01:45,01:41,01:41
6,ESR872,PVG,02:30,02:20,02:20
7,ICV8777,MXP,03:20,03:17,03:17
8,KAL868D,ULN,03:25,03:11,03:11
9,DAL27,ATL,04:00,04:09,04:09
10,JNA080,DAD,04:05,03:15,03:15
11,KAL086,JFK,04:10,03:49,03:49
12,JJA2306,MNL,04:15,04:01,04:01
13,AAR203,LAX,04:20,04:17,04:17
14,UPS37,ONT,04:20,04:58,04:58
15,APJ809,HND,04:25,04:12,04:12
16,CRK646,HKG,04:25,03:38,03:38
17,AAR211,SFO,04:30,03:16,04:36
18,HVN440,CXR,04:30,03:55,03:55
19,JJA4206,CNX,04:30,03:46,03:46
20,KAL026,SFO,04:30,04:20,04:20
21,VJC836,CXR,04:30,04:44,04:44
22,ESR992,VVO,04:35,04:22,04:22
23,GTI547,CVG,04:35,10:06,10:06
24,KAL624,MNL,04:35,03:41,03:41
25,KAL720,HND,04:35,04:18,04:18
26,TAX704,DMK,04:35,04:15,04:15
27,AAR322,CSX,04:40,04:39,04:39
28,AAR704,MNL,04:40,03:51,03:51
29,TWB302,GUM,04:45,04:06,04:06
30,AAR324,CTU,04:50,04:41,04:41
31,KAL012,LAX,04:50,04:43,04:43
32,KAL886,KMG,04:50,04:29,04:29
33,AAV700,KLO,04:55,04:25,04:25
34,AAV600,CEB,05:00,04:35,04:35
35,ESR592,DAD,05:00,04:30,04:30
36,TWB132,VTE,05:00,04:32,04:32
37,VJC880,DAD,05:00,05:33,05:33
38,AAR326,KWL,05:05,04:50,04:50
39,AAR746,HKG,05:10,04:38,04:38
40,JNA064,BKI,05:10,05:00,05:00
41,CES2023,CSX,05:20,04:27,04:27
42,PAL466,MNL,05:20,04:47,04:47
43,TWB308,SPN,05:20,04:54,04:54
44,APG036,KLO,05:25,04:51,04:51
45,KAL464,DAD,05:25,04:45,04:45
46,KAL608,HKG,05:25,05:01,05:01
47,KAL680,HAN,05:25,05:03,05:03
48,VJC864,SGN,05:25,05:23,05:23
49,ASV502,HKG,05:30,04:57,04:57
50,VJC962,HAN,05:30,05:17,05:17
51,AAR734,HAN,05:40,05:25,05:25
52,DLH718,MUC,05:40,07:02,07:02
53,AAR358,CAN,05:45,05:46,05:46
54,TWB108,MFM,05:45,05:51,05:51
55,HVN416,HAN,05:50,05:12,05:12
56,AAR756,DAD,05:55,04:55,04:55
57,CPA412,HKG,05:55,05:21,05:21
58,JNA040,KLO,05:55,05:26,05:26
59,KAL112,GUM,05:55,06:47,06:47
60,KAL316,PVG,05:55,06:11,06:11
61,AAR626,SPN,06:00,06:26,06:26
62,AMX090,MEX,06:00,05:48,05:48
63,ESR512,BKK,06:00,05:44,05:44
64,JJA2108,HKG,06:00,06:04,06:04
65,KAL612,HKG,06:00,05:39,05:39
66,KAL644,SIN,06:00,05:36,05:36
67,THA688,BKK,06:00,05:57,05:57
68,VJC878,DAD,06:00,05:54,05:54
69,LOT2001,BUD,06:05,05:37,05:37
70,KAL658,BKK,06:10,05:40,05:40
71,VJC926,HPH,06:15,05:30,05:30
72,AAR752,SIN,06:20,05:41,06:00
73,JJA3105,GUM,06:20,06:08,06:08
74,JNA122,MFM,06:20,06:15,06:15
75,JJA2004,MFM,06:25,06:41,06:41
76,JJA2508,BKI,06:25,06:23,06:23
77,KAL632,CEB,06:25,06:17,06:17
78,PAL484,CEB,06:25,05:56,05:56
79,KAL8258,JFK,06:30,10:15,10:15
