,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,AAR247,ATL,00:25,00:18,00:18
1,VJC974,PQC,00:45,00:49,00:49
2,KAL854,PEK,01:00,00:44,00:44
3,CLX7345,LUX,01:10,04:05,04:05
4,JJA8404,TAO,01:30,01:25,01:25
5,CKK257,PVG,01:50,02:08,02:08
6,KAL396,SGN,02:05,02:03,02:03
7,GTI2678,JFK,02:25,15:54,15:54
8,PAC582,CVG,03:30,03:25,03:25
9,KAL624,MNL,04:00,04:48,04:48
10,JNA062,BKI,04:15,03:59,03:59
11,HKE614,HKG,04:20,04:11,04:11
12,CRK646,HKG,04:25,03:43,03:43
13,HVN440,CXR,04:25,04:14,04:14
14,AAR704,MNL,04:30,04:51,04:51
15,AAV600,CEB,04:30,04:27,04:27
16,PIC1194,DAD,04:30,04:32,04:32
17,VJC836,CXR,04:30,06:37,06:37
18,APJ809,HND,04:35,04:35,04:35
19,JJA2306,MNL,04:40,05:01,05:01
20,KAL152,KWE,04:40,04:22,04:22
21,CES2023,CSX,04:50,06:05,06:05
22,KAL720,HND,04:50,04:29,04:29
23,AAR324,CTU,04:55,04:59,04:59
24,AAV700,KLO,04:55,04:57,04:25
25,KAL680,HAN,04:55,05:06,05:06
26,AAR235,ORD,05:00,04:43,04:43
27,AAR322,CSX,05:00,04:46,04:46
28,AAR746,HKG,05:00,05:09,05:09
29,ESR592,DAD,05:00,05:17,05:17
30,KAL658,BKK,05:00,05:11,05:11
31,TWB132,VTE,05:00,05:05,05:05
32,KAL886,KMG,05:05,04:56,04:56
33,TWB302,GUM,05:05,05:39,05:39
34,VJC880,DAD,05:05,05:15,05:15
35,KAL012,LAX,05:10,04:40,04:40
36,KAL006,LAS,05:15,04:37,04:37
37,KAL086,JFK,05:15,04:03,04:03
38,AAR203,LAX,05:20,04:54,04:54
39,KAL608,HKG,05:20,05:32,05:32
40,CPA412,HKG,05:25,05:10,05:10
41,SWM211,REP,05:25,05:12,05:12
42,VJC864,SGN,05:25,05:14,05:14
43,VJC962,HAN,05:25,05:52,05:52
44,AAR211,SFO,05:30,04:08,04:08
45,AAR358,CAN,05:30,05:36,05:36
46,ASV532,HKG,05:30,08:03,08:03
47,HVN416,HAN,05:30,05:19,05:19
48,KAL026,SFO,05:30,04:18,04:18
49,KAL650,MNL,05:30,05:38,05:38
50,KAL696,KTM,05:30,05:08,05:08
51,ASV542,KLO,05:35,05:04,05:04
52,KAL464,DAD,05:35,05:26,05:26
53,KAL632,CEB,05:35,07:53,07:53
54,AAR756,DAD,05:40,05:41,05:41
55,AMU826,MFM,05:40,05:46,05:46
56,JNA004,BKK,05:40,05:23,05:23
57,AAR734,HAN,05:45,05:49,05:49
58,DAL27,ATL,05:45,05:02,05:02
59,JNA052,VTE,05:45,05:43,05:43
60,KAL644,SIN,05:45,05:34,05:34
61,PAL466,MNL,05:50,05:47,05:47
62,APG036,KLO,05:55,05:42,05:42
63,JJA2108,HKG,05:55,06:24,06:24
64,GTI8462,TCM,06:00,06:38,06:38
65,KAL482,DEL,06:00,06:02,06:02
66,PAL484,CEB,06:00,05:49,05:49
67,VJC878,DAD,06:00,06:11,06:11
68,VJC926,HPH,06:00,05:29,05:29
69,JJA4206,CNX,06:05,06:09,06:09
70,THA688,BKK,06:05,05:55,05:55
71,TWB148,CRK,06:05,05:44,05:44
72,KAL684,SGN,06:10,06:18,06:18
73,TWB108,MFM,06:10,07:32,07:32
